Date,sku,product_name,category,units_sold,price,promotion,store,stock_level,is_assembly_required,customer_rating,fulfillment_center_id,profit_margin_percent,is_seasonal_item
2025-02-04,RASKOG-013,Råskog Cart,Storage,32.33,49.0,0,Naples,556,False,4.88,NAP_FC,34.36,False
2025-04-06,MALM-009,Malm Dresser,Bedroom,7.74,150.57,1,Naples,508,True,4.4,NAP_FC,9.95,False
2024-11-03,ALEX-012,Alex Drawer Unit,Office,43.36,93.31,0,Valencia,311,True,4.58,VLC_FC,33.03,False
2024-08-14,FORNYAD-011,Förnyad Mug,Kitchen,11.18,3.44,0,Marseille,714,False,4.53,MRS_FC,35.89,False
2024-07-14,MALM-009,Malm Dresser,Bedroom,46.66,150.57,1,Milan,247,True,4.25,MIL_FC,9.95,False
2024-08-11,MALM-009,Malm Dresser,Bedroom,14.43,200.76,0,Thessaloniki,796,True,4.34,THS_FC,32.46,True
2024-06-05,MALM-009,Malm Dresser,Bedroom,19.94,200.76,0,Rome,753,True,4.59,ROM_FC,32.46,False
2024-06-15,FJADRAR-014,Fjädrar Cushion,Decoration,45.14,23.1,0,Valencia,615,False,4.49,VLC_FC,31.74,True
2024-08-09,FRIHET-010,Friheten Sofa Bed,Living Room,11.74,610.36,0,Naples,139,True,4.62,NAP_FC,32.51,False
2024-04-25,FJADRAR-014,Fjädrar Cushion,Decoration,26.53,17.32,1,Porto,753,False,4.73,OPO_FC,8.99,False
2024-09-08,FJADRAR-014,Fjädrar Cushion,Decoration,37.43,23.1,0,Bordeaux,595,False,4.83,BDX_FC,31.74,True
2024-12-01,FJADRAR-014,Fjädrar Cushion,Decoration,26.31,23.1,0,Athens,502,False,4.39,ATH_FC,31.74,True
2025-03-12,MALM-009,Malm Dresser,Bedroom,8.71,200.76,0,Athens,304,True,4.1,ATH_FC,32.46,False
2024-05-04,POANG-005,Poäng Chair,Living Room,6.0,499.0,0,Zenata,140,True,4.42,MOR_FC_ZN,31.08,False
2024-10-04,FORNYAD-011,Förnyad Mug,Kitchen,30.36,3.44,0,Rome,187,False,4.3,ROM_FC,35.89,False
2024-10-18,FRIHET-010,Friheten Sofa Bed,Living Room,47.15,610.36,0,Athens,195,True,4.44,ATH_FC,32.51,False
2024-07-20,ALEX-012,Alex Drawer Unit,Office,10.94,93.31,0,Thessaloniki,165,True,4.11,THS_FC,33.03,False
2024-02-05,ALEX-012,Alex Drawer Unit,Office,23.09,93.31,0,Thessaloniki,578,True,3.96,THS_FC,33.03,False
2024-07-22,BILLY-001,Billy Bookcase,Storage,30.0,411.75,1,Zenata,150,True,4.79,MOR_FC_ZN,16.36,False
2024-02-04,FRIHET-010,Friheten Sofa Bed,Living Room,40.46,610.36,0,Barcelona,316,True,4.85,BCN_FC,32.51,False
2024-02-13,MALM-009,Malm Dresser,Bedroom,42.46,200.76,0,Thessaloniki,781,True,4.08,THS_FC,32.46,False
2024-07-23,FORNYAD-011,Förnyad Mug,Kitchen,17.04,3.44,0,Barcelona,547,False,4.53,BCN_FC,35.89,True
2024-11-21,ALEX-012,Alex Drawer Unit,Office,39.34,93.31,0,Rome,321,True,4.75,ROM_FC,33.03,True
2024-07-29,RASKOG-013,Råskog Cart,Storage,39.75,49.0,0,Marseille,95,False,3.9,MRS_FC,34.36,False
2024-09-28,MALM-009,Malm Dresser,Bedroom,25.2,200.76,0,Milan,46,True,3.91,MIL_FC,32.46,False
2024-10-31,FRIHET-010,Friheten Sofa Bed,Living Room,17.52,610.36,0,Porto,183,True,4.64,OPO_FC,32.51,False
2024-08-23,ALEX-012,Alex Drawer Unit,Office,32.79,93.31,0,Bordeaux,314,True,5.0,BDX_FC,33.03,False
2025-01-21,FORNYAD-011,Förnyad Mug,Kitchen,18.76,3.44,0,Marseille,512,False,3.89,MRS_FC,35.89,False
2024-09-07,MALM-009,Malm Dresser,Bedroom,7.46,200.76,0,Rome,187,True,4.65,ROM_FC,32.46,False
2024-09-07,MALM-009,Malm Dresser,Bedroom,27.8,150.57,1,Athens,722,True,4.2,ATH_FC,9.95,False
2024-07-18,RASKOG-013,Råskog Cart,Storage,41.58,49.0,0,Milan,569,False,4.74,MIL_FC,34.36,True
2024-09-14,FRIHET-010,Friheten Sofa Bed,Living Room,7.65,610.36,0,Milan,285,True,4.98,MIL_FC,32.51,False
2024-11-03,RASKOG-013,Råskog Cart,Storage,45.4,49.0,0,Bordeaux,517,False,3.83,BDX_FC,34.36,False
2024-04-27,MALM-009,Malm Dresser,Bedroom,39.73,200.76,0,Porto,399,True,4.55,OPO_FC,32.46,True
2025-04-13,RASKOG-013,Råskog Cart,Storage,7.74,49.0,0,Rome,568,False,4.62,ROM_FC,34.36,False
2024-11-19,BILLY-001,Billy Bookcase,Storage,14.0,549.0,0,Zenata,336,True,4.87,MOR_FC_ZN,37.27,True
2024-02-11,FRIHET-010,Friheten Sofa Bed,Living Room,20.67,610.36,0,Bordeaux,483,True,4.18,BDX_FC,32.51,False
2024-11-22,ALEX-012,Alex Drawer Unit,Office,20.02,93.31,0,Marseille,31,True,4.57,MRS_FC,33.03,False
2024-10-06,LACK-004,Lack Table,Living Room,42.0,69.98,1,Marrakech,240,True,4.53,MOR_FC_MR,10.71,False
2025-04-04,FRIHET-010,Friheten Sofa Bed,Living Room,44.17,610.36,0,Bordeaux,643,True,4.04,BDX_FC,32.51,False
2024-06-16,FORNYAD-011,Förnyad Mug,Kitchen,5.37,3.44,0,Valencia,150,False,4.82,VLC_FC,35.89,False
2024-09-24,FRIHET-010,Friheten Sofa Bed,Living Room,8.15,610.36,0,Thessaloniki,341,True,4.6,THS_FC,32.51,False
2024-10-03,FORNYAD-011,Förnyad Mug,Kitchen,26.73,2.58,1,Valencia,523,False,3.92,VLC_FC,14.53,False
2024-02-20,ALEX-012,Alex Drawer Unit,Office,31.91,93.31,0,Porto,638,True,4.1,OPO_FC,33.03,False
2024-01-10,POANG-005,Poäng Chair,Living Room,7.0,499.0,0,Zenata,128,True,4.59,MOR_FC_ZN,31.08,True
2024-06-01,ALEX-012,Alex Drawer Unit,Office,38.97,93.31,0,Athens,310,True,4.61,ATH_FC,33.03,False
2024-08-16,RASKOG-013,Råskog Cart,Storage,41.31,49.0,0,Porto,66,False,4.39,OPO_FC,34.36,False
2024-08-18,FRIHET-010,Friheten Sofa Bed,Living Room,36.93,610.36,0,Valencia,556,True,4.86,VLC_FC,32.51,False
2024-02-29,ALEX-012,Alex Drawer Unit,Office,8.81,93.31,0,Marseille,486,True,4.87,MRS_FC,33.03,False
2025-02-02,FJADRAR-014,Fjädrar Cushion,Decoration,15.29,23.1,0,Naples,288,False,4.64,NAP_FC,31.74,False
2024-11-18,FRIHET-010,Friheten Sofa Bed,Living Room,25.0,610.36,0,Valencia,496,True,4.41,VLC_FC,32.51,False
2025-03-27,FJADRAR-014,Fjädrar Cushion,Decoration,45.92,17.32,1,Valencia,251,False,4.13,VLC_FC,8.99,False
2024-11-09,FORNYAD-011,Förnyad Mug,Kitchen,34.9,3.44,0,Valencia,424,False,4.21,VLC_FC,35.89,False
2024-08-24,MALM-009,Malm Dresser,Bedroom,12.49,150.57,1,Valencia,352,True,4.76,VLC_FC,9.95,False
2024-11-08,FJADRAR-014,Fjädrar Cushion,Decoration,43.56,23.1,0,Barcelona,695,False,4.89,BCN_FC,31.74,True
2024-12-15,FRIHET-010,Friheten Sofa Bed,Living Room,14.72,457.77,1,Naples,657,True,4.31,NAP_FC,10.01,False
2024-09-05,ALEX-012,Alex Drawer Unit,Office,8.19,93.31,0,Milan,124,True,3.92,MIL_FC,33.03,False
2024-11-11,RASKOG-013,Råskog Cart,Storage,12.3,49.0,0,Marseille,189,False,4.67,MRS_FC,34.36,False
2024-03-06,FJADRAR-014,Fjädrar Cushion,Decoration,9.02,23.1,0,Thessaloniki,334,False,4.3,THS_FC,31.74,False
2024-03-17,POANG-005,Poäng Chair,Living Room,17.0,499.0,0,Zenata,70,True,3.81,MOR_FC_ZN,31.08,False
2024-03-03,RASKOG-013,Råskog Cart,Storage,23.38,49.0,0,Athens,150,False,4.03,ATH_FC,34.36,False
2024-07-05,MALM-009,Malm Dresser,Bedroom,31.68,200.76,0,Naples,149,True,4.56,NAP_FC,32.46,False
2024-12-15,MALM-009,Malm Dresser,Bedroom,32.22,200.76,0,Porto,457,True,4.53,OPO_FC,32.46,False
2024-11-05,FRIHET-010,Friheten Sofa Bed,Living Room,23.91,457.77,1,Porto,213,True,3.88,OPO_FC,10.01,False
2025-03-30,FJADRAR-014,Fjädrar Cushion,Decoration,44.35,17.32,1,Athens,389,False,4.1,ATH_FC,8.99,False
2024-05-18,FORNYAD-011,Förnyad Mug,Kitchen,40.6,3.44,0,Marseille,274,False,4.46,MRS_FC,35.89,False
2024-03-16,RASKOG-013,Råskog Cart,Storage,13.23,49.0,0,Athens,427,False,4.07,ATH_FC,34.36,True
2024-03-05,FJADRAR-014,Fjädrar Cushion,Decoration,33.71,23.1,0,Bordeaux,754,False,4.37,BDX_FC,31.74,True
2024-08-20,ALEX-012,Alex Drawer Unit,Office,29.58,93.31,0,Bordeaux,717,True,4.57,BDX_FC,33.03,False
2024-06-20,ALEX-012,Alex Drawer Unit,Office,30.55,93.31,0,Valencia,262,True,4.15,VLC_FC,33.03,False
2024-10-02,FRIHET-010,Friheten Sofa Bed,Living Room,28.54,457.77,1,Athens,98,True,4.9,ATH_FC,10.01,False
2024-06-19,ALMHULT-007,Älmhult Lamp,Lighting,22.0,69.98,1,Zenata,160,False,4.31,MOR_FC_ZN,10.71,False
2024-08-23,ALEX-012,Alex Drawer Unit,Office,36.05,93.31,0,Athens,190,True,3.94,ATH_FC,33.03,True
2024-08-01,MALM-009,Malm Dresser,Bedroom,21.46,150.57,1,Bordeaux,706,True,4.84,BDX_FC,9.95,False
2025-02-01,FRIHET-010,Friheten Sofa Bed,Living Room,28.67,610.36,0,Naples,98,True,4.1,NAP_FC,32.51,False
2024-07-03,FJADRAR-014,Fjädrar Cushion,Decoration,47.41,23.1,0,Barcelona,180,False,3.86,BCN_FC,31.74,False
2024-07-21,FJADRAR-014,Fjädrar Cushion,Decoration,39.4,23.1,0,Rome,721,False,4.13,ROM_FC,31.74,False
2025-05-28,FORNYAD-011,Förnyad Mug,Kitchen,14.12,3.44,0,Rome,179,False,4.73,ROM_FC,35.89,True
2024-11-22,FRIHET-010,Friheten Sofa Bed,Living Room,48.86,610.36,0,Valencia,539,True,4.74,VLC_FC,32.51,True
2024-07-10,RASKOG-013,Råskog Cart,Storage,26.16,49.0,0,Bordeaux,319,False,4.34,BDX_FC,34.36,False
2025-01-20,BILLY-001,Billy Bookcase,Storage,21.0,549.0,0,Marrakech,220,True,3.9,MOR_FC_MR,37.27,False
2024-09-09,ALEX-012,Alex Drawer Unit,Office,29.74,69.98,1,Naples,576,True,4.79,NAP_FC,10.71,False
2025-04-05,FORNYAD-011,Förnyad Mug,Kitchen,43.96,2.58,1,Thessaloniki,396,False,4.32,THS_FC,14.53,False
2024-02-14,FJADRAR-014,Fjädrar Cushion,Decoration,16.96,17.32,1,Barcelona,331,False,3.89,BCN_FC,8.99,False
2024-12-15,FORNYAD-011,Förnyad Mug,Kitchen,49.15,3.44,0,Marseille,235,False,4.82,MRS_FC,35.89,False
2024-01-15,FRIHET-010,Friheten Sofa Bed,Living Room,26.85,610.36,0,Milan,80,True,4.0,MIL_FC,32.51,False
2024-08-31,MALM-009,Malm Dresser,Bedroom,41.5,200.76,0,Rome,510,True,4.37,ROM_FC,32.46,False
2025-01-13,RASKOG-013,Råskog Cart,Storage,41.04,49.0,0,Marseille,73,False,3.99,MRS_FC,34.36,True
2024-06-02,FORNYAD-011,Förnyad Mug,Kitchen,6.98,3.44,0,Naples,633,False,4.4,NAP_FC,35.89,False
2024-09-17,FRIHET-010,Friheten Sofa Bed,Living Room,23.67,610.36,0,Rome,83,True,4.05,ROM_FC,32.51,False
2024-07-10,FORNYAD-011,Förnyad Mug,Kitchen,25.37,3.44,0,Athens,369,False,4.05,ATH_FC,35.89,False
2024-07-21,MALM-009,Malm Dresser,Bedroom,8.31,200.76,0,Porto,87,True,3.95,OPO_FC,32.46,False
2024-06-30,ALEX-012,Alex Drawer Unit,Office,13.72,93.31,0,Milan,637,True,4.48,MIL_FC,33.03,False
2025-04-11,RASKOG-013,Råskog Cart,Storage,7.88,36.75,1,Milan,629,False,4.76,MIL_FC,12.47,False
2025-04-17,FRIHET-010,Friheten Sofa Bed,Living Room,27.03,610.36,0,Bordeaux,481,True,4.54,BDX_FC,32.51,False
2025-01-02,FJADRAR-014,Fjädrar Cushion,Decoration,5.3,23.1,0,Porto,513,False,4.25,OPO_FC,31.74,False
2025-05-24,ALEX-012,Alex Drawer Unit,Office,36.65,93.31,0,Naples,431,True,4.33,NAP_FC,33.03,False
2024-04-30,MALM-009,Malm Dresser,Bedroom,45.88,200.76,0,Porto,30,True,4.71,OPO_FC,32.46,False
2025-05-06,FJADRAR-014,Fjädrar Cushion,Decoration,37.57,23.1,0,Bordeaux,366,False,4.42,BDX_FC,31.74,False
2024-11-12,ALEX-012,Alex Drawer Unit,Office,5.33,93.31,0,Naples,403,True,4.47,NAP_FC,33.03,False
2025-04-10,KALLAX-002,Kallax Shelf,Storage,11.0,399.0,0,Zenata,189,True,4.72,MOR_FC_ZN,26.5,False
2024-06-05,FJADRAR-014,Fjädrar Cushion,Decoration,30.04,23.1,0,Thessaloniki,357,False,4.6,THS_FC,31.74,False
2025-04-08,MALM-009,Malm Dresser,Bedroom,13.66,200.76,0,Bordeaux,74,True,4.95,BDX_FC,32.46,False
2024-08-25,FORNYAD-011,Förnyad Mug,Kitchen,40.06,3.44,0,Rome,563,False,4.41,ROM_FC,35.89,False
2025-03-31,KALLAX-002,Kallax Shelf,Storage,29.0,299.25,1,Marrakech,140,True,4.74,MOR_FC_MR,2.0,False
2024-11-23,FORNYAD-011,Förnyad Mug,Kitchen,41.73,3.44,0,Rome,246,False,4.08,ROM_FC,35.89,False
2024-09-09,FORNYAD-011,Förnyad Mug,Kitchen,14.55,3.44,0,Marseille,631,False,4.11,MRS_FC,35.89,True
2024-01-18,RASKOG-013,Råskog Cart,Storage,7.05,49.0,0,Milan,149,False,4.57,MIL_FC,34.36,True
2025-01-02,FORNYAD-011,Förnyad Mug,Kitchen,17.98,2.58,1,Marseille,31,False,3.89,MRS_FC,14.53,False
2024-03-01,MALM-009,Malm Dresser,Bedroom,39.58,200.76,0,Marseille,179,True,3.81,MRS_FC,32.46,False
2025-02-22,FJADRAR-014,Fjädrar Cushion,Decoration,20.87,23.1,0,Rome,303,False,3.87,ROM_FC,31.74,False
2024-02-01,RASKOG-013,Råskog Cart,Storage,12.08,49.0,0,Milan,710,False,4.67,MIL_FC,34.36,False
2024-10-07,FORNYAD-011,Förnyad Mug,Kitchen,44.44,3.44,0,Barcelona,69,False,4.51,BCN_FC,35.89,True
2024-08-09,FJADRAR-014,Fjädrar Cushion,Decoration,7.98,23.1,0,Rome,651,False,4.39,ROM_FC,31.74,False
2024-02-21,MALM-009,Malm Dresser,Bedroom,34.16,150.57,1,Barcelona,778,True,4.09,BCN_FC,9.95,False
2024-09-20,FJADRAR-014,Fjädrar Cushion,Decoration,5.36,23.1,0,Marseille,70,False,4.89,MRS_FC,31.74,False
2024-01-23,ALEX-012,Alex Drawer Unit,Office,14.85,69.98,1,Thessaloniki,398,True,4.08,THS_FC,10.71,False
2024-11-25,FJADRAR-014,Fjädrar Cushion,Decoration,29.11,23.1,0,Thessaloniki,382,False,3.88,THS_FC,31.74,False
2024-11-07,RASKOG-013,Råskog Cart,Storage,27.92,49.0,0,Milan,383,False,4.07,MIL_FC,34.36,True
2024-10-04,MALM-009,Malm Dresser,Bedroom,42.59,150.57,1,Valencia,112,True,4.74,VLC_FC,9.95,False
2024-03-22,RASKOG-013,Råskog Cart,Storage,42.05,49.0,0,Naples,401,False,4.73,NAP_FC,34.36,False
2024-03-28,FRIHET-010,Friheten Sofa Bed,Living Room,22.7,610.36,0,Marseille,174,True,4.88,MRS_FC,32.51,False
2024-03-07,FRIHET-010,Friheten Sofa Bed,Living Room,43.53,610.36,0,Milan,547,True,4.19,MIL_FC,32.51,False
2024-11-18,FORNYAD-011,Förnyad Mug,Kitchen,27.92,3.44,0,Thessaloniki,359,False,4.93,THS_FC,35.89,False
2024-11-05,FORNYAD-011,Förnyad Mug,Kitchen,41.09,3.44,0,Rome,276,False,4.61,ROM_FC,35.89,False
2024-11-05,ALEX-012,Alex Drawer Unit,Office,24.74,69.98,1,Marseille,162,True,4.49,MRS_FC,10.71,False
2024-04-08,FORNYAD-011,Förnyad Mug,Kitchen,10.73,3.44,0,Naples,129,False,4.19,NAP_FC,35.89,False
2025-05-18,LACK-004,Lack Table,Living Room,33.0,69.98,1,Marrakech,310,True,3.94,MOR_FC_MR,10.71,False
2025-01-06,FJADRAR-014,Fjädrar Cushion,Decoration,49.76,23.1,0,Thessaloniki,639,False,4.32,THS_FC,31.74,True
2024-03-07,FRIHET-010,Friheten Sofa Bed,Living Room,28.25,610.36,0,Athens,672,True,3.82,ATH_FC,32.51,False
2024-08-17,FJADRAR-014,Fjädrar Cushion,Decoration,6.62,23.1,0,Milan,460,False,3.95,MIL_FC,31.74,False
2024-04-01,FORNYAD-011,Förnyad Mug,Kitchen,25.29,3.44,0,Rome,682,False,4.35,ROM_FC,35.89,True
2024-09-24,RASKOG-013,Råskog Cart,Storage,19.59,49.0,0,Barcelona,334,False,4.09,BCN_FC,34.36,False
2025-02-04,MALM-009,Malm Dresser,Bedroom,28.4,200.76,0,Marseille,517,True,4.37,MRS_FC,32.46,False
2024-09-16,FJADRAR-014,Fjädrar Cushion,Decoration,5.07,23.1,0,Athens,140,False,4.68,ATH_FC,31.74,False
2024-08-28,LACK-004,Lack Table,Living Room,38.0,69.98,1,Zenata,290,True,4.8,MOR_FC_ZN,10.71,False
2024-12-13,MALM-009,Malm Dresser,Bedroom,31.17,200.76,0,Athens,729,True,3.96,ATH_FC,32.46,False
2024-09-11,FRIHET-010,Friheten Sofa Bed,Living Room,9.16,610.36,0,Porto,617,True,4.43,OPO_FC,32.51,False
2024-07-04,FRIHET-010,Friheten Sofa Bed,Living Room,35.38,610.36,0,Thessaloniki,719,True,4.81,THS_FC,32.51,False
2024-11-28,FJADRAR-014,Fjädrar Cushion,Decoration,25.34,23.1,0,Rome,547,False,4.3,ROM_FC,31.74,False
2024-03-14,ALEX-012,Alex Drawer Unit,Office,27.29,93.31,0,Valencia,729,True,4.68,VLC_FC,33.03,False
2024-04-02,MALM-009,Malm Dresser,Bedroom,33.75,150.57,1,Barcelona,493,True,4.65,BCN_FC,9.95,False
2024-01-02,FORNYAD-011,Förnyad Mug,Kitchen,30.06,3.44,0,Rome,287,False,4.23,ROM_FC,35.89,False
2024-12-16,MALM-009,Malm Dresser,Bedroom,25.45,200.76,0,Thessaloniki,157,True,4.82,THS_FC,32.46,False
2025-04-22,FRIHET-010,Friheten Sofa Bed,Living Room,39.93,610.36,0,Marseille,757,True,4.18,MRS_FC,32.51,False
2024-10-28,FRIHET-010,Friheten Sofa Bed,Living Room,30.91,610.36,0,Athens,750,True,4.96,ATH_FC,32.51,False
2024-12-25,FORNYAD-011,Förnyad Mug,Kitchen,38.6,2.58,1,Porto,97,False,3.97,OPO_FC,14.53,False
2024-10-31,FRIHET-010,Friheten Sofa Bed,Living Room,42.56,610.36,0,Rome,600,True,4.82,ROM_FC,32.51,False
2024-01-26,MALM-009,Malm Dresser,Bedroom,21.67,150.57,1,Valencia,780,True,3.82,VLC_FC,9.95,False
2025-01-12,FORNYAD-011,Förnyad Mug,Kitchen,35.6,3.44,0,Rome,784,False,4.6,ROM_FC,35.89,False
2024-05-18,FJADRAR-014,Fjädrar Cushion,Decoration,16.82,23.1,0,Marseille,315,False,4.91,MRS_FC,31.74,False
2024-03-25,MALM-009,Malm Dresser,Bedroom,18.69,200.76,0,Milan,240,True,4.8,MIL_FC,32.46,True
2025-04-01,FRIHET-010,Friheten Sofa Bed,Living Room,34.65,610.36,0,Valencia,766,True,3.87,VLC_FC,32.51,False
2024-12-31,FJADRAR-014,Fjädrar Cushion,Decoration,10.25,23.1,0,Milan,413,False,4.28,MIL_FC,31.74,False
2024-08-04,ALEX-012,Alex Drawer Unit,Office,34.74,93.31,0,Valencia,280,True,4.5,VLC_FC,33.03,True
2024-03-12,FJADRAR-014,Fjädrar Cushion,Decoration,34.81,17.32,1,Bordeaux,726,False,4.17,BDX_FC,8.99,True
2024-06-26,ALEX-012,Alex Drawer Unit,Office,24.82,93.31,0,Naples,721,True,4.25,NAP_FC,33.03,False
2025-01-01,FORNYAD-011,Förnyad Mug,Kitchen,11.65,2.58,1,Barcelona,133,False,4.82,BCN_FC,14.53,False
2025-03-22,LACK-004,Lack Table,Living Room,20.0,69.98,1,Zenata,400,True,3.96,MOR_FC_ZN,10.71,False
2024-07-07,MALM-009,Malm Dresser,Bedroom,42.87,200.76,0,Naples,727,True,4.9,NAP_FC,32.46,False
2024-08-02,FJADRAR-014,Fjädrar Cushion,Decoration,40.29,23.1,0,Naples,577,False,4.63,NAP_FC,31.74,False
2024-12-18,FJADRAR-014,Fjädrar Cushion,Decoration,32.32,23.1,0,Marseille,605,False,4.74,MRS_FC,31.74,True
2024-11-19,FRIHET-010,Friheten Sofa Bed,Living Room,30.11,610.36,0,Rome,324,True,4.73,ROM_FC,32.51,False
2024-07-12,RASKOG-013,Råskog Cart,Storage,12.46,49.0,0,Rome,532,False,4.96,ROM_FC,34.36,False
2024-03-19,MALM-009,Malm Dresser,Bedroom,42.38,200.76,0,Valencia,295,True,4.51,VLC_FC,32.46,False
2024-06-07,ALEX-012,Alex Drawer Unit,Office,42.07,69.98,1,Porto,748,True,4.35,OPO_FC,10.71,False
2024-09-16,FRIHET-010,Friheten Sofa Bed,Living Room,46.01,610.36,0,Valencia,468,True,4.02,VLC_FC,32.51,False
2024-05-21,RASKOG-013,Råskog Cart,Storage,47.45,49.0,0,Naples,171,False,4.66,NAP_FC,34.36,False
2024-06-04,ALEX-012,Alex Drawer Unit,Office,33.02,93.31,0,Valencia,466,True,3.82,VLC_FC,33.03,False
2024-10-21,FJADRAR-014,Fjädrar Cushion,Decoration,26.36,23.1,0,Barcelona,612,False,4.49,BCN_FC,31.74,False
2024-11-06,RASKOG-013,Råskog Cart,Storage,44.73,49.0,0,Marseille,655,False,4.09,MRS_FC,34.36,False
2025-04-28,MALM-009,Malm Dresser,Bedroom,41.36,200.76,0,Porto,362,True,4.81,OPO_FC,32.46,False
2024-04-10,FRIHET-010,Friheten Sofa Bed,Living Room,8.91,610.36,0,Barcelona,705,True,4.27,BCN_FC,32.51,False
2024-01-23,ALEX-012,Alex Drawer Unit,Office,42.46,93.31,0,Valencia,498,True,4.0,VLC_FC,33.03,False
2024-06-08,MALM-009,Malm Dresser,Bedroom,8.0,150.57,1,Bordeaux,52,True,4.04,BDX_FC,9.95,True
2025-01-22,ALEX-012,Alex Drawer Unit,Office,36.55,93.31,0,Rome,381,True,4.42,ROM_FC,33.03,False
2024-03-10,FORNYAD-011,Förnyad Mug,Kitchen,29.05,2.58,1,Valencia,195,False,4.59,VLC_FC,14.53,False
2024-08-09,FJADRAR-014,Fjädrar Cushion,Decoration,34.08,23.1,0,Valencia,748,False,4.75,VLC_FC,31.74,False
2024-07-23,RASKOG-013,Råskog Cart,Storage,40.18,36.75,1,Naples,600,False,4.51,NAP_FC,12.47,False
2024-10-31,FRIHET-010,Friheten Sofa Bed,Living Room,13.32,457.77,1,Naples,784,True,4.93,NAP_FC,10.01,False
2024-09-13,FORNYAD-011,Förnyad Mug,Kitchen,8.32,3.44,0,Bordeaux,326,False,4.57,BDX_FC,35.89,False
2025-01-23,FORNYAD-011,Förnyad Mug,Kitchen,16.49,3.44,0,Athens,711,False,4.7,ATH_FC,35.89,False
2024-04-29,FJADRAR-014,Fjädrar Cushion,Decoration,23.94,23.1,0,Barcelona,657,False,4.53,BCN_FC,31.74,False
2024-11-24,FRIHET-010,Friheten Sofa Bed,Living Room,31.99,610.36,0,Porto,790,True,3.94,OPO_FC,32.51,False
2024-02-29,ALEX-012,Alex Drawer Unit,Office,20.56,93.31,0,Rome,591,True,4.87,ROM_FC,33.03,True
2025-01-14,RASKOG-013,Råskog Cart,Storage,48.85,49.0,0,Valencia,730,False,3.88,VLC_FC,34.36,False
2024-07-20,RASKOG-013,Råskog Cart,Storage,43.36,49.0,0,Milan,800,False,3.86,MIL_FC,34.36,False
2024-10-18,FRIHET-010,Friheten Sofa Bed,Living Room,7.83,610.36,0,Porto,566,True,4.96,OPO_FC,32.51,False
2025-04-25,ALEX-012,Alex Drawer Unit,Office,15.1,93.31,0,Porto,292,True,4.15,OPO_FC,33.03,False
2024-11-09,FJADRAR-014,Fjädrar Cushion,Decoration,31.76,23.1,0,Bordeaux,150,False,4.11,BDX_FC,31.74,False
2024-05-19,ALEX-012,Alex Drawer Unit,Office,44.85,93.31,0,Barcelona,570,True,4.15,BCN_FC,33.03,False
2025-03-02,ALEX-012,Alex Drawer Unit,Office,31.72,93.31,0,Valencia,28,True,4.63,VLC_FC,33.03,False
2024-01-10,ALEX-012,Alex Drawer Unit,Office,25.25,93.31,0,Milan,303,True,4.72,MIL_FC,33.03,False
2024-07-07,FJADRAR-014,Fjädrar Cushion,Decoration,21.46,17.32,1,Marseille,569,False,3.95,MRS_FC,8.99,False
2025-01-06,FORNYAD-011,Förnyad Mug,Kitchen,31.42,3.44,0,Barcelona,427,False,4.91,BCN_FC,35.89,False
2024-05-16,RASKOG-013,Råskog Cart,Storage,24.91,49.0,0,Thessaloniki,91,False,4.94,THS_FC,34.36,False
2025-01-07,FRIHET-010,Friheten Sofa Bed,Living Room,22.8,610.36,0,Bordeaux,548,True,4.72,BDX_FC,32.51,False
2024-03-09,ALEX-012,Alex Drawer Unit,Office,6.62,93.31,0,Porto,330,True,4.86,OPO_FC,33.03,False
2024-07-16,RASKOG-013,Råskog Cart,Storage,8.69,49.0,0,Barcelona,343,False,4.92,BCN_FC,34.36,False
2024-12-18,FORNYAD-011,Förnyad Mug,Kitchen,25.21,3.44,0,Valencia,194,False,4.06,VLC_FC,35.89,True
2024-12-27,FJADRAR-014,Fjädrar Cushion,Decoration,40.55,17.32,1,Athens,744,False,4.18,ATH_FC,8.99,True
2024-08-28,ALEX-012,Alex Drawer Unit,Office,48.74,93.31,0,Valencia,416,True,4.01,VLC_FC,33.03,False
2024-08-11,FRIHET-010,Friheten Sofa Bed,Living Room,14.58,610.36,0,Naples,498,True,4.12,NAP_FC,32.51,False
2024-03-19,FJADRAR-014,Fjädrar Cushion,Decoration,33.6,23.1,0,Rome,340,False,4.81,ROM_FC,31.74,True
2025-05-06,MALM-009,Malm Dresser,Bedroom,7.52,150.57,1,Barcelona,141,True,4.05,BCN_FC,9.95,False
2024-07-19,RASKOG-013,Råskog Cart,Storage,38.4,49.0,0,Marseille,121,False,4.8,MRS_FC,34.36,False
2024-07-02,HEMNES-003,Hemnes Bed,Bedroom,3.0,1990.0,0,Zenata,120,True,3.8,MOR_FC_ZN,30.92,False
2024-08-12,MALM-009,Malm Dresser,Bedroom,35.85,200.76,0,Bordeaux,277,True,4.03,BDX_FC,32.46,True
2024-01-06,MALM-009,Malm Dresser,Bedroom,37.59,200.76,0,Rome,360,True,4.16,ROM_FC,32.46,False
2024-09-29,ALEX-012,Alex Drawer Unit,Office,7.69,93.31,0,Naples,266,True,3.98,NAP_FC,33.03,False
2024-10-30,RASKOG-013,Råskog Cart,Storage,47.62,49.0,0,Athens,530,False,4.68,ATH_FC,34.36,False
2025-03-31,RASKOG-013,Råskog Cart,Storage,6.52,49.0,0,Barcelona,704,False,3.86,BCN_FC,34.36,True
